index,product,user_id,age,date,review,ratings,repurchase,packaging,price
9123,Blush - Deep Throat,bluemelon,25-29,13 years ago,"I have to admit - I am not a blush fan.  I like it on other people, but not on me.  I just can't get it to look right.  I prefer to use bronzer to get colour on my cheeks.  I got Deep Throat as...",4.0,81%,4.2,4
9124,Blush - Deep Throat,waterfreak,36-43,13 years ago,"I recently tried Orgasm blush and ended up returning it because I felt like it just wasn't right for me.  I bought Deep Throat and was excited to try it out. Well, sadly it just looked way too pink...",3.0,81%,4.2,4
9125,Blush - Deep Throat,nadu1410,25-29,13 years ago,"I had always heard of Nars products but never actually tried them. Recently I bought Nars blush in Deep Throat. I think having indian skin tone, it really gives me a natural pinky tone. Its not too...",5.0,81%,4.2,4
9126,Blush - Deep Throat,umalin,30-35,13 years ago,"Another NARS brush that turns orangy on me (NC25 warm undertone)
But at least it has shimmer and it's lighter in color so doesn't look too dull.
(Exhbit A is worse)
it looks nicer if i mix with...",3.0,81%,4.2,4
9127,Blush - Deep Throat,tuffins,19-24,13 years ago,"Call me crazy but this didn't do it for me at all! I usually like peachy pinks but this was not enough pigment for me at all. It barely showed up on my skin, so maybe that's my fault I thought....",3.0,81%,4.2,4
9128,Blush - Deep Throat,jieminhm,30-35,13 years ago,"Deep Throat is easier than Orgasm to put on, a little on the brush and it really shows the blushing color on my cheeks (NW20).  I feel the color is very warm, and actually would be nice if it could...",4.0,81%,4.2,4
9129,Blush - Deep Throat,pinkysweetsxoxo,Under 18,13 years ago,Wow! This is very good for me becuase it isnt pink like a horrible little girly pink but its a nice peach-nude color. Its very nice. I would say its really expensive-25.00 at nordstroms! But its...,5.0,81%,4.2,4
9130,Blush - Deep Throat,tmilstein,36-43,13 years ago,"I ditched orgasm a long time ago because it made me look sallow.  Even though it's supposed to be pinker than deep throat, the gold flecks ruined it for me.  
I'm fair/light and this color is...",5.0,81%,4.2,4
9131,Blush - Deep Throat,aimeemcfarlane,19-24,13 years ago,"I've been using this blush for about a month, and I love how it can be sheer or intense. The color is perfect for my lighter asian skin tone. ",5.0,81%,4.2,4
9137,Blush - Deep Throat,kekecat,25-29,13 years ago,"I really like this blusher and just echo the reviews of others really.  I originally went to buy Orgasm but found it looked terribly nothing even on my super pale skin, so I opted for this intead...",4.0,81%,4.2,4
9138,Blush - Deep Throat,TropicGirl,30-35,13 years ago,"First, let me say this product doesn't look like the picture currently uploaded on this page.  The uploaded pic makes the product look more peach colored.  My Deep Throat is definitely more pink...",4.0,81%,4.2,4
9139,Blush - Deep Throat,gruveechik,30-35,13 years ago,"GREAT! I've finally purchased a NARS blush - and so far it's living up to the hype. 


I've been on a mission to get off peach (which depending on my foundation, can look orange) or plum (picks...",5.0,81%,4.2,4
9140,Blush - Deep Throat,hellolizzie3,36-43,13 years ago,"I bought this on a whim last week when I was in a buying mood.  I really am PPP, but can do some peach blushes quite well, I LOVE mac fleurry.  Somehow this is too muddy and orange for my skin.  I...",3.0,81%,4.2,4
9141,Blush - Deep Throat,makeupcrazy31,30-35,13 years ago,"This gives my a pretty sheer peach glow to my cheeks.  I really like it but, don't love it.  I actually prefer MAC Springsheen to this.  But it's still really pretty & nice to have in my...",4.0,81%,4.2,4
9142,Blush - Deep Throat,bobbibrowneyes,19-24,13 years ago,"wow. don't believe the hype. and really just try wearing this outside of the lighting of sephora.
i opted for this instead of the orgasm blush, as it seemed to be its more subtle pinker sister....",2.0,81%,4.2,4
9143,Blush - Deep Throat,aditswimbug,Under 18,13 years ago,"Why don't I like this??? Arghh.......Seriously, I really really really wanted to love this blush.  It looks like such a pretty pinkish peach in the pan with subtle shimmer....yet on me it looks...",3.0,81%,4.2,4
9144,Blush - Deep Throat,suey421,25-29,13 years ago,I like this color a lot better than Orgasm because it is more peachy and not so pink.  I am a big fan of NARS blushes because the color builds well and blends incredibly well.  I was afraid the...,4.0,81%,4.2,4
9145,Blush - Deep Throat,luluhalabaloo,44-55,13 years ago,"When I was in a city with a Sephora, I wanted to buy Orgasm because I heard so much about it. This was about a year ago. I didn't like Orgasm much - it just seemed too bright peach on me. I tried...",5.0,81%,4.2,4
9146,Blush - Deep Throat,sanckensmom,36-43,13 years ago,"I have had this Nars blush for almost two years and used daily, have still not hit pan!!  Amazing for the price.  I LOVED this color for so long, but probably because it is winter and my olive skin...",3.0,81%,4.2,4
9152,Blush - Deep Throat,jin1022000,19-24,13 years ago,I bought DT and ORGASM at the same time. I opened up the two blushes right away after I got home. Orgasm is a little bit more pink than DT. I personally like DT a lot better than Orgasm! Orgasm is...,5.0,81%,4.2,4
9153,Blush - Deep Throat,hotAsFiya,30-35,13 years ago,"A friend of mine who has similar skintone sent me a photo wearing this. I immediately told myself that I *NEEDED* this. On my skintone it looks like the prettiest, most subtle peachy pink flush....",5.0,81%,4.2,4
9154,Blush - Deep Throat,splashNYC,25-29,13 years ago,"Perfect blush for everyday use. You can never overapply this one. It is a light pink blush, with shimmers in it. This blush is responsible for my nars blush stash, because it is addictive. I have...",5.0,81%,4.2,4
9155,Blush - Deep Throat,OceansHeartbeat,19-24,13 years ago,I acquired this blush in a swap after being told that Orgasm would not show up on my NC42-44 skin. I'm not really sure I like Deep Throat. =/ It's extremely pigmented even on my dark olive skin and...,1.0,81%,4.2,4
9156,Blush - Deep Throat,rbphoto,30-35,13 years ago,"I really like this color, I have orgasm, and it is similiar but more peachy, and deep throat is great for a pale gal like me in the midst of a New England winter.  I wish I could tone down the...",4.0,81%,4.2,4
9157,Blush - Deep Throat,mml2145,19-24,13 years ago,"i use to hate this blush because i was applying it heavy-handed.  i was so bummed because i wanted to love it. so i threw it in with the rest of my stash let to sit, and sit and sit. then, one day...",5.0,81%,4.2,4
9158,Blush - Deep Throat,SayoonaraSadness,19-24,13 years ago,I love the color of this blush I opted for this one instead of the Orgasm. Orgasm I thought it was a bit too sparkly for me but this one was just right. The staying power however im a bit iffy on...,5.0,81%,4.2,4
9159,Blush - Deep Throat,canadiankiwi,25-29,13 years ago,"I started off using NARS Orgasm because of all the hype on MUA and I was very satisfied with it; however, I find it a little too peachy/dark for my skin right now (winter). Orgasm is a great colour...",5.0,81%,4.2,4
9160,Blush - Deep Throat,Silverstar,36-43,13 years ago,let me start by saying i don't like the color on my skin.  it's a very light peach/pinkish color very similar to orgasm.  i'm giving it 4 lippies because although i'm not crazy about the color on...,4.0,81%,4.2,4
9161,Blush - Deep Throat,melocoe,25-29,13 years ago,This is an absolutely gorgeous colour and definitely a HG product even though I have only owned it one week. I have worn this just about every day lately and I have quite a few blushes in my...,5.0,81%,4.2,4
9167,Blush - Deep Throat,dodobat,19-24,13 years ago,i have many many blushers in my makeup bag and deep throat is the latest addition to it since i was a bit disappointed with orgasm; orgasm is a very pretty color in the pan but its just too dark...,5.0,81%,4.2,4
9168,Blush - Deep Throat,krw134,30-35,13 years ago,"Wow, this blush is gorgeous!  Like other reviewers have stated, it just gives a nice glow - not too sparkly like Orgasm - just a natural glow.  I have a few blushes in my bag, but find myself...",5.0,81%,4.2,4
9169,Blush - Deep Throat,dollyGiRLx,Under 18,13 years ago,"This is a gorgeous color. It literally makes your skin look like its GLOWING. Very very pretty. I've only had it for one day, and I'm already inlove with it. I received it as a christmas present. I...",4.0,81%,4.2,4
9170,Blush - Deep Throat,malia911,36-43,13 years ago,"Thought Orgasm was ""the bomb blush,"" but decided to try Deep throat as well. It sat in my makeup bag for months until I finally decided to use it the other day. It's prettier, girlier, and more...",5.0,81%,4.2,4
9171,Blush - Deep Throat,crfer,19-24,13 years ago,"This is the best blush for a natural pretty glow. It is better than orgasm and torrid on me. I am pale, and i find Torrid is too coral, and while orgasm is nice but it has a lot of gold shimmer and...",5.0,81%,4.2,4
9172,Blush - Deep Throat,jesshamus,Under 18,13 years ago,"This is a great healthy glowing pink, it looks so fresh and natural! ",5.0,81%,4.2,4
9173,Blush - Deep Throat,WriterGal82,25-29,13 years ago,"I'm in love with this blush.  It's the most beautiful peachy color with a hint of pink, and just the right amount of shimmer.  This replaces Cargo The Big Easy as my go-to everyday blush.  I'm very...",5.0,81%,4.2,4
9174,Blush - Deep Throat,meepo,19-24,13 years ago,I wanted to love this so bad.. but it just doesn't show up on my skin very well. I think I will try Torrid next.,4.0,81%,4.2,4
9175,Blush - Deep Throat,brwneyedgymnast23,25-29,13 years ago,"Love this blush! Beautiful medium pink shade, not too shimmery, not too pigmented. It's awesome. I just wish the price was cheaper!",5.0,81%,4.2,4
9176,Blush - Deep Throat,gimmemorenars,30-35,13 years ago,"I love this blush. I'm as pale as pale can be, lovely peachy-pink shade that isn't so pigmented it's clown-a-riffic, but isn't so pale as not to register.  Just enough subtle shimmer for a warming,...",5.0,81%,4.2,4
9182,Blush - Deep Throat,jiney17,25-29,13 years ago,"I much prefer Deep Throat to Orgasm (wow--could that sentence have been any dirtier?) Orgasm was a little too shimmery for me, and on 'off' days it would acquire this oddly ruddy tone. That plus...",4.0,81%,4.2,4
9183,Blush - Deep Throat,fatbottmdgrl,44-55,13 years ago,"Ok, the one NARS Blush I had was Orgasm, bought of course, from reading MUA reviews, Magazine reviews, etc.  Then, I saw alot of talk on the board about Deep Throat, so for Sephora F &F, I thought,...",4.0,81%,4.2,4
9184,Blush - Deep Throat,gimmeglamour,19-24,13 years ago,"I really love NARS blushes, this one and Orgasm are my favorites. Match my skin perfectly, and give your skin a really pretty glow, lasts on my skin all day. My HG.",4.0,81%,4.2,4
9185,Blush - Deep Throat,Arachne,36-43,13 years ago,"Love it. LOVE IT TONS!!  No surprise the reviews are so amazing. I have Sin and Orgasm and love them too!  Deep throat is such a gorgeous color. It gives me a natural flush, with a tiny bit of...",5.0,81%,4.2,4
9186,Blush - Deep Throat,jade177,19-24,13 years ago,This blush is great! It gives my NC 20-25ish skintone a perfect peachy look. The shimmer is hardly noticeable when I wear this blush but it doesn't look like a flat matte color either. As with all...,5.0,81%,4.2,4
9187,Blush - Deep Throat,Sweet_Capri,30-35,13 years ago,"A friend of mine who has similar skintone sent me a photo wearing this.  I immediately told myself that I *NEEDED* this.  On my skintone it looks like the prettiest, most subtle peachy pink flush. ...",5.0,81%,4.2,4
9188,Blush - Deep Throat,sarajane927,25-29,13 years ago,"Love, love, love Deep Throat.  For reference, I'm a very light PPP with blonde hair, hazel eyes, cool undertones, and some redness on my cheeks and nose.  Being of cool coloring, I was doubtful...",4.0,81%,4.2,4
9189,Blush - Deep Throat,VegaNYC,30-35,13 years ago,Deep Throat blows Orgasm away.  The color is more subtle and has a softer look on the face.  I find it works better for my medium toned skin and you can layer it on in the evening for more intense...,5.0,81%,4.2,4
9190,Blush - Deep Throat,Britannia8,25-29,13 years ago,"I am extremely fair and usually look clownish or feverish  in blush, even Orgasm.  I really like this blush because its not too bright and not too pink, but still adds color.   It stays for hours...",5.0,81%,4.2,4
9191,Blush - Deep Throat,darlingbabygirl,Under 18,13 years ago,"Haha at the name. ""Deep Throat"" sounds like the title of a porno movie or something. =P Hehe. The color is really gorgeous though. It is very similar to Orgasm but without the shimmer. I think this...",5.0,81%,4.2,4
9197,Blush - Deep Throat,INDICAN,25-29,13 years ago,"My favorite powder blush. This suits me better than Orgasm. For color reference, I am NC30. ",5.0,81%,4.2,4
9198,Blush - Deep Throat,amesrh,19-24,13 years ago,HG! HG! I normally only wear Bobbi Brown's Bronzer Shimmer Bricks but this blush was absolutely fantastic. I'm Asian with yellow undertones so normal pink blushes do not look good on me. But this...,5.0,81%,4.2,4
9199,Blush - Deep Throat,Pinkie22,25-29,13 years ago,"In the package, Deep Throat is a pretty peachy-pinky color with a bit of sparkle.  On me, it has such a pretty beginning, but ends up being a bit muddy.  I think there may be too much orange in...",3.0,81%,4.2,4
9200,Blush - Deep Throat,sonnie_art,25-29,13 years ago,Deep throat is a very pretty pink coral blush with shimmer.  It is more pink than nars orgasm with less shimmer.  This blush has been a constant staple for me over the years and I find myself...,5.0,81%,4.2,4
9201,Blush - Deep Throat,katrina1211,19-24,13 years ago,"""Eh"" is all I can say about this product.  Maybe I bought into the hype too much or maybe my expectations were just too high, but I'm really unimpressed by this.  In the pan it looks like a...",3.0,81%,4.2,4
9202,Blush - Deep Throat,mh357,19-24,13 years ago,"I love this blush! I thought I lost it because I was going to swap it, and couldn't find it. I think that was God saying ""DONT GET RID OF THIS!!"" Well, I found it about a week later and tried it...",5.0,81%,4.2,4
9203,Blush - Deep Throat,princess_laila,25-29,13 years ago,"This is the only blush I have ever used that looked good on me!  Orgasm makes me look like I have a fever, and most other blushes just look ridiculous.  This looks natural and glowing on my super...",5.0,81%,4.2,4
9204,Blush - Deep Throat,iluvboyz,Under 18,13 years ago, I love that NARS has cheeky little names for all of their products. Love that this is called Deep throat so if anyone ever asks what are you wearing you can say deep throat! lol. This is a...,4.0,81%,4.2,4
9205,Blush - Deep Throat,tuongvy,19-24,13 years ago,"This is my first MUA review. I just got DT from an ebay seller today. At first, it looked like a peach color to me, but if I look closely the color is more of a peachy pink. When I first put it on...",4.0,81%,4.2,4
9206,Blush - Deep Throat,Ammit,19-24,13 years ago,I bothered the boards for ages with questions about which blush I should buy next.  A lovely MUAer recommended Deep Throat - I wasn't so sure at first because it looked very pink but I went ahead...,5.0,81%,4.2,4
9212,Blush - Deep Throat,yelloworange,36-43,13 years ago,The best thing about this blush or any Nars blush for that matter is the quality. It's a soft lighter peach with a natural radiant soft shimmer that just MELDS with your skin. I have oily skin and...,5.0,81%,4.2,4
9213,Blush - Deep Throat,SydneyS,Under 18,13 years ago,"++Price<br>
$25USD, a bit steep for such an ordinary blush (will elaborate)
<br><br>
++Packaging<br>
Chic, sleek black packaging with NARS logo stamped on the lid. Easy to use, didn't break...",3.0,81%,4.2,4
9214,Blush - Deep Throat,flamingofloozy,19-24,13 years ago,"great colour, perfect for day or evening.  doesn't look so good with red lipstick though!",4.0,81%,4.2,4
9215,Blush - Deep Throat,aeresu,19-24,14 years ago,"This is my most favourite NARS blush. I have NC25 skin and this blush looks pinky-peach with a slightly gold shimmer. The blush lasts all day and doesn't fade, which is great. Still, the packaging...",5.0,81%,4.2,4
9216,Blush - Deep Throat,RunningCali,19-24,14 years ago,"I don't like really obvious magenta looking blush, so I feel like this is perfect.  Just enough shimmer, and the color is perfect.  It's not too dramatic but perfect for wearing anytime",5.0,81%,4.2,4
9217,Blush - Deep Throat,Hisoneandonly,25-29,14 years ago,"Deep Throat blush by NARS accentuates my cheeks so perfectly.  I actually like this better than the staple ""Orgasm"" blush!  Applied with a really full big brush it can be worn without face makeup...",5.0,81%,4.2,4
9218,Blush - Deep Throat,lilylotus,,14 years ago,"Absolutely gorgeous looking in the pan but sadly this pale peachy pink with gold sparkles blush barely shows up on my light-medium olive cheeks.<p>

 I just wish it was a bit deeper then it would...",3.0,81%,4.2,4
9219,Blush - Deep Throat,dawnsp,36-43,14 years ago,"This is my HG blush! It is a soft peachy-pink with a very very subtle gold sheen and goes on like a dream. I have med-olive skin tone, some scarring, dark eyes/hair. Normally I hate shiny products...",5.0,81%,4.2,4
9220,Blush - Deep Throat,maan84,19-24,14 years ago,Wow! Love <b>Deep Throat</b>! It's the perfect blush for me. I have previously tried <b>Orgasm</b> and <b>Amour</b> and I must say that DT is my favorite of the three. It is less shimmery than O...,5.0,81%,4.2,4
9221,Blush - Deep Throat,stephani99,30-35,14 years ago,"This is one of those I-hate-to-love-it products. I want to dislike it, I really do. I originally bought it a couple years ago, decided the color was wrong on me and swapped it.  Alas, I regretted...",5.0,81%,4.2,4
9227,Blush - Deep Throat,pke1990,Under 18,14 years ago,"Love love love the color, and just enough shimmer.  Really expensive, but itlll last forever so i dont mind. Will repurchase",5.0,81%,4.2,4
9228,Blush - Deep Throat,luvsexykitty,25-29,14 years ago,"Okay, this peachy blush is just perfect for my neutral-cool PPP complexion.  But after using it less than ten times, the top of the blush got hard and I could no longer pick up any color with my...",1.0,81%,4.2,4
9229,Blush - Deep Throat,pmnixa,30-35,14 years ago,Oh I LOVE this Deep Throat blush. Definately a daily wear easy to use blush. I reach for it more than my other blushes. I bought Deep Throat because I was scared of Orgasm - seemed too shimmery for...,5.0,81%,4.2,4
9230,Blush - Deep Throat,kittychambana,19-24,14 years ago,"Being a makeup junkie I had of course heard the legend of Nars blush, in particular Orgasm.  I tried it one day at Sephora, more out of curiosity than anything else, and was immediately...",5.0,81%,4.2,4
9231,Blush - Deep Throat,lstrue,19-24,14 years ago,"Fabulous! I wear this blush almost every day, it is perfect for day time, goes on nice and sheer, looks very natural. It builds well on my light skin, too, if I want more color. Really makes my...",5.0,81%,4.2,4
9232,Blush - Deep Throat,sun_p,19-24,14 years ago,"its quite a subtle one for olive skin tones, but it gives a natural healthy glow. i love it. brightens my face right up.  works really really well over a bronzer and tanned skin too. lovely",5.0,81%,4.2,4
9233,Blush - Deep Throat,librarian_girl,30-35,14 years ago,"Deep Throat is a pinky-peach color that is in the same family as Orgasm but is a tad bit more pink than peach and a good deal less shimmer.
I wear Deep Throat almost every single day. To my eye,...",4.0,81%,4.2,4
9234,Blush - Deep Throat,esmeraldas,19-24,14 years ago,"I like the color, it goes on smooth, and it's a perfect peach.  It stays on all day long, the only thing is, I think it's a bit sheer for my medium-olive skin, it seems like I try to apply another...",4.0,81%,4.2,4
9235,Blush - Deep Throat,shihyin,25-29,14 years ago,"My first NARS blush. Debate between Orgasm and this, decided to try this color. People say Deep Throat is less shimmering, and I think it is great for every day look. Works wonderfully on my Asian...",5.0,81%,4.2,4
9236,Blush - Deep Throat,isylu423,19-24,14 years ago,"ok, i really thought that all this hype about nars blushes was just that: hype.  but, i admit it, i was wrong.  i had tried orgasm at the beauty counter before and i never really liked it because...",5.0,81%,4.2,4
9242,Blush - Deep Throat,heaven07,30-35,14 years ago,I like this a lot.  Less shimmer in the pan than Orgasm (yet O does not show up shimmery on my skin?!) I guess that DT is a peachy pink/ pinky peach -  I don't think I can decide which!  It really...,5.0,81%,4.2,4
9243,Blush - Deep Throat,stella84,19-24,14 years ago,This is my first NARS blush - bought it today. The SA tried Orgasm on one of my cheeks and this on the other. I have to admit i quite liked both but Orgasm was showing up much more pink and...,5.0,81%,4.2,4
9244,Blush - Deep Throat,galio,30-35,14 years ago,"Absolutely holy grail!!!!
I am a blush junky... and must admit that my NARS stash is pretty big. I love all of my NARS blushes, but deep throat is my  favorite. On me it is a lovely peachy pink...",5.0,81%,4.2,4
9245,Blush - Deep Throat,Deena_87,19-24,14 years ago,"It's a gorgeous, shimmery peachy pink, similar to Orgasm, but a tad lighter, and it makes my cheeks look naturally flushed.It's my HG everyday blush!",5.0,81%,4.2,4
9246,Blush - Deep Throat,lindsey835,25-29,14 years ago,"I agree with previous reviewers; while this doesn't look much different from Orgasm, the subtle glow is much lovelier. As with all NARS products, excellent packaging and lasting power. ",5.0,81%,4.2,4
9247,Blush - Deep Throat,sed_non_satiata,Under 18,14 years ago,This was my first NARS blush and I wasn't sure that it gave me a good impression of their true quality. It's a nice shade but I found it awkward and difficult to apply and it looked a little odd on...,3.0,81%,4.2,4
9248,Blush - Deep Throat,littlelamb,25-29,14 years ago,"Nars makes several blushes in the 'glowy' category, and I think Deep Throat matches my NC25 skin best. It's peachy-pink rather than pinky-peach (if you know what I mean) with golden shimmers that...",4.0,81%,4.2,4
9249,Blush - Deep Throat,nakeeyark,19-24,14 years ago,"i got NARS deep throat as a birthday gift, and i am enjoying both the risque name and the product itself =) im about an NC40 in MAC with yellow undertones, and i know other reviewers with similar...",5.0,81%,4.2,4
9250,Blush - Deep Throat,YoAmoBecho,30-35,14 years ago,"Well, I am undecided on the blush for myself. On others, this blush is gorgeous! However, it barely shows up on my NC37-42 skin.  I hate to layer face products because then my face looks caked.  I...",5.0,81%,4.2,4
9251,Blush - Deep Throat,izzybella,,14 years ago,"I finally got this in a swap and am so happy! This is what I wanted Orgasm to look like on me, but instead it barely showed up and I had to really layer it on. Deep Throat is much better suited for...",5.0,81%,4.2,4
9257,Blush - Deep Throat,belle_in_pink,19-24,14 years ago,"One of my favorite blushes.  It just looks sooo beautiful on me!  It's a cross between pink and peach, and it just make me glow, as if it's really my skin that emanates the brightness.  It really...",5.0,81%,4.2,4
9258,Blush - Deep Throat,julalg,19-24,14 years ago,"HG! I always get compliments on looking like I'm happy whenever I wear this stuff. Blends perfectly with my pale skin. While other colors may work better for other people, I must recommend the NARS...",5.0,81%,4.2,4
9259,Blush - Deep Throat,HollyMarie,30-35,14 years ago,"My favorite blush!  I am fair skin blonde with green eyes (NC 15) and this is just perfect! I like Orgasm to, but this just blends beautifully for fair skin girls!",5.0,81%,4.2,4
9260,Blush - Deep Throat,calistarose,19-24,14 years ago,"Out of all the NARS blushes I have ever tried, this one is the best one!  It is similar to Orgasm except it is not overwhelming with gold shimmer.  It is also pinkier than Orgasm.  It looks perfect...",5.0,81%,4.2,4
9261,Blush - Deep Throat,LovingMe830,44-55,14 years ago,"I will never understand the appeal of NARS blushes. They are so sub-par to many other brands both High end , as well as drug store. When I didn't know any better, back in the late 90's, I bought...",2.0,81%,4.2,4
9262,Blush - Deep Throat,3timesalady,44-55,14 years ago,"Too sparkly and chalky looking on.  Nars blushes just don't blend well.  I keep trying but it's a losing battle.  But this one, the color and sparkles just don't look right.  Too many other blushes...",1.0,81%,4.2,4
9263,Blush - Deep Throat,Juicy_TNA,19-24,14 years ago,This is one of the blushes that was included in my NARS Afterglow/Warm palette. I think it's nice but nothing out of the ordinary. I like that the NARS blushes are so pigmented that only a gentle...,4.0,81%,4.2,4
9264,Blush - Deep Throat,Aspen49,25-29,14 years ago,"I really like this blush.  It goes on smooth, and the color is beautiful.  Very pretty peachy pink, more subtle than Orgasm.    The two didn't look that different in the packages to me, but the...",4.0,81%,4.2,4
9265,Blush - Deep Throat,katiekoeb,19-24,14 years ago,"LOVE this color.  At the NARS counter, the employee helped my try on deep throat and then a very bright pink shade.  We found this to be a nice middle ground- not quite as dark and somewhat (dare i...",5.0,81%,4.2,4
9266,Blush - Deep Throat,ilorietta,25-29,14 years ago,"underrated blush, probably ignored because of the fame of the brother Orgasm but much much better in my opinion. Less glitter and more colour, more wearable, i would buy it again.",5.0,81%,4.2,4
9272,Blush - Deep Throat,maliastyle,,14 years ago,"Like the reviewer below, my husband bought this for me, out of sheer amusement with the name. Why I waited so long to get Deep Throat, I'll never know. I've been an Orgasm/Cactus Flower lover...",5.0,81%,4.2,4
9273,Blush - Deep Throat,margiemoo,Under 18,14 years ago,"This is my first Nars blush that my lovely boyfriend bought for me =) From the reviews here I expected a little bit more, something along the lines of my HG Giorgio Armani blush. But alas, I was a...",4.0,81%,4.2,4
9274,Blush - Deep Throat,austengirl,25-29,14 years ago,"Love, love, love this blush. Tried Orgasm but it was too glittery. Deep Throat, however, is the perfect, peachy-pink color I was longing for. Blends like a dream. Looks wonderful on my fair skin. ",5.0,81%,4.2,4
9275,Blush - Deep Throat,ccmadamoiselle,25-29,14 years ago,"For everyone who loves NARS Orgasm, I think Deep Throat is the more pigmented, pinker version that MMM girls wish we heard of first! Orgasm is great for a golden, peachy-pink glow (great with NARS...",5.0,81%,4.2,4
9276,Blush - Deep Throat,beckibabe,19-24,14 years ago,I love this blush. Its a shimmery peach on my PPP 10 watts in Stila skin tone. Such a better color than Orgasm IMO. ,5.0,81%,4.2,4
9277,Blush - Deep Throat,jjoie,25-29,14 years ago,"I just recently got into blush and I love this one. I don't wear much makeup, usually only powder, mascara, and blush. I am fair skinned (NW20) with freckles and blue/green eyes. I first bought...",5.0,81%,4.2,4
9278,Blush - Deep Throat,Maximina,30-35,14 years ago,"The perfect blush for daytime wear. It can go on heavy though for fair skin so must be applied carefully. Gorgeous gorgeous gorgeous peachy pink and it's nearly matte, just a tiny touch of shimmer.",5.0,81%,4.2,4
9279,Blush - Deep Throat,rinnins,25-29,14 years ago,"This is my first NARS blush, and I'm sad that I don't looooooove it. I think the pink is just a little too... harsh. Too dark, too red. It doesn't make me look fresh or glowy or any of the other...",2.0,81%,4.2,4
9280,Blush - Deep Throat,ShoppingMommy,19-24,14 years ago,This is exactly what I wanted Orgasm to be.  It is the perfect peachy pink look with just enough shimmer to make it pretty.  Gives a very natural look.  I bought it as part of the Deep...,5.0,81%,4.2,4
9281,Blush - Deep Throat,fruityattitudey,Under 18,14 years ago,"I LOVE this blush!!!

I got it today, and it is soooo good! I have porcelain skin, and greenish blueish eyes. My hair is naturally dark blonde but right now it's a dark red. This looks so natural...",5.0,81%,4.2,4
9287,Blush - Deep Throat,jadelily,19-24,14 years ago,"This is the first real blush I have ever tried, and I love it!  I just got it from Sephora last week.  I'm Asian, so I usually have trouble finding colors that work with my skintone.  However, Deep...",5.0,81%,4.2,4
9288,Blush - Deep Throat,sapphirelady,30-35,14 years ago,"Just received this blush from Sephora and after a week of wearing it everyday, I think I'm in love! The perfect peachy shimmery color to add a touch of health to my cheeks and last all day for me (...",5.0,81%,4.2,4
9289,Blush - Deep Throat,benandjerrys,Under 18,14 years ago,"I'm confused.  I must be the only one...  Let's see, I have dark brown hair and light/medium skin.  I was going to buy Orgasm, but thought it to be too pink and sparkly.  Deep Throat is too...",1.0,81%,4.2,4
9290,Blush - Deep Throat,pscalzi,25-29,14 years ago,"I have had this blush for over two years, use it almost every day and i still can't see the bottom of the pan. I have fair skin, blonde hair, and this gives me just the right amount of color for my...",5.0,81%,4.2,4
9291,Blush - Deep Throat,jackie0h,30-35,14 years ago,Very pretty peachy blush. Not too sparkly and works great with my NW20 skin. ,5.0,81%,4.2,4
9292,Blush - Deep Throat,racheroonie,19-24,14 years ago,"In my opinion, deep throat is wayyyy better than orgasm. Orgasm is too pinky, deepthroat is the perfect color ",4.0,81%,4.2,4
9293,Blush - Deep Throat,helloheartbreak,19-24,14 years ago,"I owned DT before I finally bought Orgasm. They're very similar in color, but DT showed up a little too pinkish for me. For me, it's not a blush for everyday use. I'll stick to Orgasm for that....",3.0,81%,4.2,4
9294,Blush - Deep Throat,ashleybabes24,19-24,14 years ago,"Orgasm was always my favorite blush...until I tried Deep Throat.  This is just so much more flattering for my skin tone.  I am pretty neutral toned, so I can usually wear anything, but Deep Throat...",5.0,81%,4.2,4
9295,Blush - Deep Throat,dollbird,19-24,14 years ago,"I have both Deep Throat and Orgasm, and I must say this is my favorite. They both look identical in the pan, but this is a bit more sheer and less pink. This is a lighter peach than Orgasm, so it...",5.0,81%,4.2,4
9296,Blush - Deep Throat,keepitsimple,30-35,14 years ago,"This is my first MUA review ever! I wear almost no makeup ... blush and lip gloss are pretty much my only products (though that has changed a little since I discovered the Multiple), but I never...",5.0,81%,4.2,4
9302,Blush - Deep Throat,Rainbowcrushed,19-24,14 years ago,"Absolutely everything I wanted in orgasm and didnt get. It made me look like I had a nice flush, not like a glittery barely there mess. ",5.0,81%,4.2,4
9303,Blush - Deep Throat,makeup_pixie,19-24,14 years ago,"I got this item in gratis at work, and i love it! It doesn't show up very bright on my skin, but applied on top of Portofino multiple, it gives mea  really soft dewy glow.  I had to take one...",4.0,81%,4.2,4
9304,Blush - Deep Throat,ilynne,36-43,14 years ago,"I, too, prefer this to Orgasm. It looks very natural, where Orgasm looks very peach in comparison. I have DT in the Warm Palette, and will definitely purchase when I run out.
",5.0,81%,4.2,4
9305,Blush - Deep Throat,macompanick,30-35,14 years ago,"I must be the only fair-skinned, blond-haired woman who can't wear NARS Orgasm blush. It looks great on my sister but lousy on me. However, during a recent visit to Sephora, I sampled Deep Throat...",4.0,81%,4.2,4
9306,Blush - Deep Throat,Aviolet,30-35,14 years ago,"Deep throat is the perfect shade for my NC20-25 olive undertoned complextion.  Creates a natural healthy color that works nicely and doesn't make me look sallow.  <p>

After trying out over 30...",5.0,81%,4.2,4
9307,Blush - Deep Throat,Nancygia,36-43,14 years ago,This blush is incredible!  A peachy pink with a little bit of shimmer.  Nice and sheer.,4.0,81%,4.2,4
